lead_id,date,channel,device,cost,impressions,clicks,conversions,company_size,sector,region,status
2458,2025-09-16,Emailing,Tablet,2303.7,83512,2718,239,50-100,Finance,Hauts-de-France,Lead
2459,2025-09-17,Facebook Ads,Mobile,4982.07,134435,3813,315,1-10,Tech,BFC,SQL
2460,2025-09-05,Emailing,Desktop,2522.64,84670,2815,237,10-50,Tech,ARA,Lead
2461,2025-09-02,Emailing,Desktop,2401.82,89893,2983,258,50-100,Tech,HDF,SQL
2462,2025-09-15,Facebook Ads,Mobile,5583.01,172327,4822,397,1-10,Health,CVL,Lead
2463,2025-09-04,Emailing,Mobile,2177.3,65301,2178,175,10-50,Retail,HDF,Lead
2464,2025-09-26,Facebook Ads,Desktop,5251.55,163827,4769,378,1-10,Tech,IdF,Lead
2465,2025-09-29,LinkedIn,Mobile,8047.92,80341,1938,124,10-50,Retail,BFC,MQL
2466,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,1-10,Tech,IdF,Lead
2467,2025-09-11,Emailing,Mobile,2675.57,84413,2889,249,50-100,Logistics,IdF,Lead
2468,2025-09-23,LinkedIn,Desktop,5418.39,55528,1422,100,10-50,Retail,CVL,SQL
2469,2025-09-03,Facebook Ads,Mobile,4691.4,137291,3957,301,1-10,Retail,IdF,SQL
2470,2025-09-17,LinkedIn,Tablet,6111.02,61870,1454,94,50-100,Media,ARA,SQL
2471,2025-09-21,LinkedIn,Desktop,4666.97,47645,1205,90,1-10,Health,HDF,SQL
2472,2025-09-06,Instagram Ads,Desktop,3159.0,114375,4518,381,10-50,Education,PAC,MQL
2473,2025-09-02,LinkedIn,Mobile,5437.18,54110,1352,98,10-50,Health,IdF,Client
2474,2025-09-08,Facebook Ads,Desktop,5498.59,154202,4436,379,1-10,Logistics,CVL,MQL
2475,2025-09-23,LinkedIn,Mobile,5418.39,55528,1422,100,100-500,Tech,OCC,MQL
2476,2025-09-15,Emailing,Mobile,2407.55,87870,2860,230,50-100,Logistics,CVL,SQL
2477,2025-09-15,Facebook Ads,Mobile,5583.01,172327,4822,397,1-10,Media,ARA,Lead
2478,2025-09-17,LinkedIn,Mobile,6111.02,61870,1454,94,50-100,Health,IdF,SQL
2479,2025-09-17,Facebook Ads,Desktop,4982.07,134435,3813,315,10-50,Health,IdF,MQL
2480,2025-09-20,LinkedIn,Mobile,4982.1900000000005,54974,1412,101,100-500,Health,CVL,Lead
2481,2025-09-06,Instagram Ads,Mobile,3159.0,114375,4518,381,1-10,Tech,IdF,Lead
2482,2025-09-12,Instagram Ads,Mobile,3485.05,118943,4907,411,10-50,Tech,NOR,Lead
2483,2025-09-12,Instagram Ads,Tablet,3485.05,118943,4907,411,10-50,Logistics,PAC,Client
2484,2025-09-30,Facebook Ads,Desktop,5042.46,155635,4399,353,10-50,Finance,ARA,Client
2485,2025-09-10,Facebook Ads,Desktop,6549.1,171421,4998,402,10-50,Retail,CVL,MQL
2486,2025-09-13,LinkedIn,Mobile,4985.74,51383,1289,105,1-10,Education,HDF,Lead
2487,2025-09-14,Facebook Ads,Mobile,6017.18,166025,4922,435,50-100,Finance,BFC,Lead
2488,2025-09-25,LinkedIn,Tablet,6185.38,62374,1525,107,10-50,Tech,OCC,SQL
2489,2025-09-11,LinkedIn,Mobile,6873.12,64389,1627,106,100-500,Education,IDF,Lead
2490,2025-09-22,LinkedIn,Mobile,6171.0,61171,1496,111,1-10,Education,OCC,Client
2491,2025-09-20,Facebook Ads,Desktop,6435.08,186202,5287,413,50-100,Tech,HDF,SQL
2492,2025-09-02,Emailing,Mobile,2401.82,89893,2983,258,100-500,Logistics,CVL,Client
2493,2025-09-26,Facebook Ads,Desktop,5251.55,163827,4769,378,50-100,Retail,BFC,MQL
2494,2025-09-21,Emailing,Mobile,2801.35,91605,3016,248,100-500,Finance,IdF,SQL
2495,2025-09-21,Instagram Ads,Mobile,3377.27,126123,4874,382,50-100,Tech,Hauts-de-France,SQL
2496,2025-09-11,Facebook Ads,Mobile,3662.78,104881,2841,220,10-50,Health,IdF,SQL
2497,2025-09-03,Emailing,Mobile,2290.03,77558,2533,205,10-50,Retail,IdF,SQL
2498,2025-09-11,Emailing,Desktop,2675.57,84413,2889,249,1-10,Retail,PAC,MQL
2499,2025-09-04,LinkedIn,Desktop,6239.3,64902,1634,101,10-50,Media,IdF,SQL
2500,2025-09-18,LinkedIn,Mobile,5111.0,48459,1196,87,1-10,Tech,NOR,Client
2501,2025-09-22,Facebook Ads,Mobile,5253.29,158934,4559,390,50-100,Education,HDF,Client
2502,2025-09-13,Emailing,Desktop,2845.0299999999997,91362,3013,252,10-50,Health,IdF,SQL
2503,2025-09-10,Facebook Ads,Desktop,6549.1,171421,4998,402,10-50,Logistics,IdF,Lead
2504,2025-09-09,Facebook Ads,Mobile,4582.25,137625,3793,343,1-10,Health,HDF,Lead
2505,2025-09-24,LinkedIn,Mobile,6300.46,58061,1417,97,100-500,Tech,HDF,Client
2506,2025-09-28,LinkedIn,Mobile,5903.52,60798,1575,110,1-10,Tech,OCC,Lead
2507,2025-09-22,Facebook Ads,Desktop,5253.29,158934,4559,390,1-10,Energy,IDF,Lead
2508,2025-09-30,Emailing,Tablet,2709.73,96206,3297,272,1-10,Media,IDF,Lead
2509,2025-09-20,Instagram Ads,Mobile,3659.59,124507,4816,384,100-500,Retail,PAC,SQL
2510,2025-09-28,Facebook Ads,Desktop,5176.24,134802,3717,296,100-500,Health,Hauts-de-France,MQL
2511,2025-09-05,LinkedIn,Mobile,5544.2699999999995,51964,1289,87,50-100,Finance,CVL,Lead
2512,2025-09-11,Emailing,Mobile,2675.57,84413,2889,249,100-500,Logistics,Hauts-de-France,Lead
2513,2025-09-03,Facebook Ads,Mobile,4691.4,137291,3957,301,1-10,Logistics,HDF,SQL
2514,2025-09-19,Emailing,Desktop,2789.03,95436,2997,260,100-500,Logistics,ARA,Client
2515,2025-09-22,Facebook Ads,Mobile,5253.29,158934,4559,390,1-10,Media,HDF,Lead
2516,2025-09-05,Instagram Ads,Mobile,4731.53,166863,6757,548,1-10,Energy,Hauts-de-France,Lead
2517,2025-09-30,Facebook Ads,Mobile,5042.46,155635,4399,353,1-10,Tech,ARA,SQL
2518,2025-09-12,Emailing,Mobile,2940.96,89780,3029,258,10-50,Media,ARA,SQL
2519,2025-09-10,Emailing,Mobile,2356.2,66934,2202,182,50-100,Education,OCC,SQL
2520,2025-09-21,Facebook Ads,Desktop,6314.82,174960,4957,446,10-50,Logistics,Hauts-de-France,SQL
2521,2025-09-23,Emailing,Mobile,2377.44,72741,2372,204,100-500,Health,OCC,Client
2522,2025-09-22,Emailing,Desktop,2529.5,81767,2693,240,10-50,Tech,HDF,Lead
2523,2025-09-13,LinkedIn,Mobile,4985.74,51383,1289,105,1-10,Health,CVL,Lead
2524,2025-09-05,Facebook Ads,Mobile,4311.2,125213,3648,306,10-50,Health,HDF,SQL
2525,2025-09-20,Emailing,Mobile,2292.52,80818,2572,226,50-100,Retail,BFC,SQL
2526,2025-09-23,Instagram Ads,Mobile,4255.1,160828,6184,480,50-100,Retail,IdF,MQL
2527,2025-09-03,Emailing,Mobile,2290.03,77558,2533,205,10-50,Health,IdF,Client
2528,2025-09-10,Instagram Ads,Mobile,3685.55,145191,6033,497,10-50,Retail,NOR,SQL
2529,2025-09-18,Facebook Ads,Desktop,6142.42,175758,4881,424,1-10,Retail,CVL,SQL
2530,2025-09-13,Instagram Ads,Desktop,3626.02,127090,4877,379,10-50,Tech,IdF,Lead
2531,2025-09-21,LinkedIn,Mobile,4666.97,47645,1205,90,100-500,Logistics,BFC,Lead
2532,2025-09-26,Instagram Ads,Mobile,3539.37,135949,5408,444,1-10,Education,PAC,SQL
2533,2025-09-11,Instagram Ads,Mobile,4008.15,146630,5714,460,100-500,Tech,IdF,Lead
2534,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,10-50,Education,ARA,Lead
2535,2025-09-05,Instagram Ads,Mobile,4731.53,166863,6757,548,1-10,Education,Hauts-de-France,Client
2536,2025-09-22,Facebook Ads,Desktop,5253.29,158934,4559,390,100-500,Tech,IdF,Client
2537,2025-09-23,Facebook Ads,Mobile,5198.26,145801,4039,332,10-50,Retail,PAC,Lead
2538,2025-09-27,Facebook Ads,Mobile,5184.65,152514,4234,317,1-10,Health,BFC,SQL
2539,2025-09-24,Facebook Ads,Mobile,5508.39,165274,4548,410,1-10,Finance,IdF,Lead
2540,2025-09-22,Emailing,Mobile,2529.5,81767,2693,240,1-10,Education,PAC,Lead
2541,2025-09-30,LinkedIn,Desktop,5212.27,56209,1332,91,50-100,Finance,Hauts-de-France,SQL
2542,2025-09-17,Facebook Ads,Mobile,4982.07,134435,3813,315,10-50,Tech,IdF,SQL
2543,2025-09-03,LinkedIn,Mobile,7147.05,73930,1844,132,100-500,Logistics,IdF,Lead
2544,2025-09-21,Instagram Ads,Desktop,3377.27,126123,4874,382,1-10,Retail,IdF,MQL
2545,2025-09-22,Facebook Ads,Mobile,5253.29,158934,4559,390,1-10,Education,IdF,Lead
2546,2025-09-14,Facebook Ads,Desktop,6017.18,166025,4922,435,1-10,Tech,HDF,Client
2547,2025-09-17,Emailing,Desktop,2929.4,94268,3174,245,10-50,Retail,PAC,SQL
2548,2025-09-12,Emailing,Mobile,2940.96,89780,3029,258,100-500,Finance,IdF,MQL
2549,2025-09-01,Emailing,Desktop,2193.89,73029,2434,218,50-100,Tech,IdF,Lead
2550,2025-09-12,Facebook Ads,Mobile,5458.32,148794,4155,345,1-10,Finance,Hauts-de-France,MQL
2551,2025-09-10,Emailing,Mobile,2356.2,66934,2202,182,100-500,Tech,HDF,SQL
2552,2025-09-06,Instagram Ads,Mobile,3159.0,114375,4518,381,50-100,Finance,Hauts-de-France,SQL
2553,2025-09-07,LinkedIn,Mobile,5411.53,55820,1393,100,1-10,Health,IdF,Lead
2554,2025-09-11,Facebook Ads,Desktop,3662.78,104881,2841,220,50-100,Tech,PAC,Client
2555,2025-09-25,LinkedIn,Desktop,6185.38,62374,1525,107,1-10,Media,ARA,MQL
2556,2025-09-16,Emailing,Tablet,2303.7,83512,2718,239,1-10,Tech,IdF,Lead
2557,2025-09-07,Facebook Ads,Desktop,3684.27,117690,3375,273,1-10,Retail,BFC,MQL
2558,2025-09-08,LinkedIn,Mobile,5171.15,53529,1350,97,10-50,Health,PAC,MQL
2559,2025-09-05,Facebook Ads,Mobile,4311.2,125213,3648,306,10-50,Finance,IdF,Client
2560,2025-09-05,Facebook Ads,Mobile,4311.2,125213,3648,306,1-10,Finance,BFC,SQL
2561,2025-09-03,Instagram Ads,Mobile,3652.15,130513,5036,396,1-10,Tech,CVL,MQL
2562,2025-09-10,Instagram Ads,Mobile,3685.55,145191,6033,497,50-100,Media,BFC,Lead
2563,2025-09-28,LinkedIn,Tablet,5903.52,60798,1575,110,100-500,Health,Hauts-de-France,Lead
2564,2025-09-26,LinkedIn,Mobile,6046.76,65491,1630,118,50-100,Tech,ARA,MQL
2565,2025-09-04,LinkedIn,Mobile,6239.3,64902,1634,101,1-10,Retail,PAC,SQL
2566,2025-09-17,Emailing,Mobile,2929.4,94268,3174,245,1-10,Media,CVL,SQL
2567,2025-09-25,Facebook Ads,Desktop,5675.56,163585,4566,391,1-10,Health,ARA,Lead
2568,2025-09-18,Emailing,Desktop,2479.5099999999998,89774,3044,271,1-10,Tech,IdF,Lead
2569,2025-09-27,Facebook Ads,Desktop,5184.65,152514,4234,317,10-50,Retail,BFC,MQL
2570,2025-09-24,Facebook Ads,Mobile,5508.39,165274,4548,410,10-50,Retail,BFC,Client
2571,2025-09-29,Emailing,Desktop,1951.16,56475,1895,172,50-100,Finance,PAC,MQL
2572,2025-09-17,Instagram Ads,Mobile,3153.97,121737,4746,409,50-100,Media,NOR,MQL
2573,2025-09-02,Instagram Ads,Desktop,3812.57,132624,5213,414,1-10,Finance,HDF,MQL
2574,2025-09-22,LinkedIn,Mobile,6171.0,61171,1496,111,1-10,Finance,IdF,Lead
2575,2025-09-11,Facebook Ads,Mobile,3662.78,104881,2841,220,50-100,Energy,NOR,MQL
2576,2025-09-29,Instagram Ads,Mobile,3704.71,136791,5539,464,1-10,Health,PAC,SQL
2577,2025-09-25,Emailing,Desktop,2624.14,81583,2561,220,1-10,Health,CVL,Client
2578,2025-09-20,LinkedIn,Mobile,4982.1900000000005,54974,1412,101,10-50,Retail,HDF,MQL
2579,2025-09-05,Emailing,Desktop,2522.64,84670,2815,237,1-10,Health,ARA,Lead
2580,2025-09-20,LinkedIn,Mobile,4982.1900000000005,54974,1412,101,1-10,Health,PAC,SQL
2581,2025-09-13,Emailing,Mobile,2845.0299999999997,91362,3013,252,50-100,Retail,OCC,SQL
2582,2025-09-05,Instagram Ads,Mobile,4731.53,166863,6757,548,100-500,Logistics,IdF,Lead
2583,2025-09-06,Instagram Ads,Mobile,3159.0,114375,4518,381,1-10,Energy,Hauts-de-France,Client
2584,2025-09-06,Emailing,Mobile,2819.64,89019,2993,262,1-10,Education,Hauts-de-France,SQL
2585,2025-09-27,Facebook Ads,Mobile,5184.65,152514,4234,317,50-100,Finance,NOR,MQL
2586,2025-09-23,Instagram Ads,Desktop,4255.1,160828,6184,480,1-10,Finance,OCC,MQL
2587,2025-09-25,Facebook Ads,Mobile,5675.56,163585,4566,391,10-50,Tech,IdF,SQL
2588,2025-09-20,Instagram Ads,Tablet,3659.59,124507,4816,384,1-10,Retail,NOR,SQL
2589,2025-09-26,LinkedIn,Desktop,6046.76,65491,1630,118,1-10,Education,Hauts-de-France,Lead
2590,2025-09-29,Facebook Ads,Desktop,4946.54,154976,4183,360,50-100,Finance,IDF,Lead
2591,2025-09-06,Emailing,Mobile,2819.64,89019,2993,262,50-100,Energy,BFC,Lead
2592,2025-09-24,Emailing,Mobile,2777.7,92732,3036,273,1-10,Tech,IdF,SQL
2593,2025-09-15,LinkedIn,Mobile,5425.6,52821,1257,85,1-10,Finance,IdF,MQL
2594,2025-09-02,Facebook Ads,Desktop,5832.7,168108,4703,390,1-10,Health,IdF,MQL
2595,2025-09-14,Facebook Ads,Desktop,6017.18,166025,4922,435,1-10,Finance,IdF,SQL
2596,2025-09-12,Facebook Ads,Mobile,5458.32,148794,4155,345,100-500,Energy,CVL,MQL
2597,2025-09-22,LinkedIn,Mobile,6171.0,61171,1496,111,50-100,Logistics,IdF,SQL
2598,2025-09-24,Instagram Ads,Desktop,3281.01,114397,4390,351,10-50,Tech,IDF,MQL
2599,2025-09-08,Instagram Ads,Mobile,3880.22,147747,5814,456,50-100,Tech,BFC,MQL
2600,2025-09-15,Facebook Ads,Desktop,5583.01,172327,4822,397,50-100,Tech,CVL,MQL
2601,2025-09-20,Instagram Ads,Mobile,3659.59,124507,4816,384,50-100,Health,IdF,Client
2602,2025-09-10,LinkedIn,Desktop,5428.44,51038,1318,98,1-10,Retail,NOR,SQL
2603,2025-09-25,LinkedIn,Mobile,6185.38,62374,1525,107,1-10,Education,BFC,Lead
2604,2025-09-24,Instagram Ads,Mobile,3281.01,114397,4390,351,50-100,Finance,NOR,Client
2605,2025-09-26,Emailing,Desktop,2556.08,85736,2858,237,10-50,Health,OCC,SQL
2606,2025-09-15,Emailing,Tablet,2407.55,87870,2860,230,100-500,Education,IdF,Lead
2607,2025-09-08,Instagram Ads,Mobile,3880.22,147747,5814,456,50-100,Finance,IdF,Lead
2608,2025-09-18,Facebook Ads,Mobile,6142.42,175758,4881,424,100-500,Finance,HDF,MQL
2609,2025-09-08,Instagram Ads,Desktop,3880.22,147747,5814,456,1-10,Tech,NOR,SQL
2610,2025-09-10,Instagram Ads,Tablet,3685.55,145191,6033,497,100-500,Finance,ARA,SQL
2611,2025-09-26,Emailing,Desktop,2556.08,85736,2858,237,1-10,Finance,Hauts-de-France,Lead
2612,2025-09-26,Instagram Ads,Tablet,3539.37,135949,5408,444,100-500,Finance,BFC,MQL
2613,2025-09-16,Facebook Ads,Mobile,5727.33,166997,4478,362,1-10,Energy,Hauts-de-France,Lead
2614,2025-09-29,Facebook Ads,Mobile,4946.54,154976,4183,360,10-50,Energy,IdF,Lead
2615,2025-09-27,LinkedIn,Desktop,6614.93,62760,1529,99,50-100,Media,PAC,MQL
2616,2025-09-07,Instagram Ads,Desktop,3812.7599999999998,149614,5963,454,10-50,Retail,IdF,MQL
2617,2025-09-12,Emailing,Mobile,2940.96,89780,3029,258,10-50,Education,PAC,MQL
2618,2025-09-22,Facebook Ads,Mobile,5253.29,158934,4559,390,100-500,Retail,OCC,Client
2619,2025-09-19,LinkedIn,Desktop,6296.28,66934,1661,123,10-50,Retail,HDF,Lead
2620,2025-09-15,LinkedIn,Mobile,5425.6,52821,1257,85,10-50,Retail,OCC,Lead
2621,2025-09-15,LinkedIn,Mobile,5425.6,52821,1257,85,1-10,Tech,HDF,Lead
2622,2025-09-25,Emailing,Mobile,2624.14,81583,2561,220,50-100,Retail,Hauts-de-France,MQL
2623,2025-09-10,Emailing,Desktop,2356.2,66934,2202,182,10-50,Finance,HDF,SQL
2624,2025-09-25,Facebook Ads,Desktop,5675.56,163585,4566,391,10-50,Logistics,OCC,MQL
2625,2025-09-13,Instagram Ads,Mobile,3626.02,127090,4877,379,1-10,Retail,OCC,MQL
2626,2025-09-17,Emailing,Desktop,2929.4,94268,3174,245,10-50,Energy,BFC,MQL
2627,2025-09-17,Emailing,Desktop,2929.4,94268,3174,245,1-10,Retail,IdF,MQL
2628,2025-09-14,Instagram Ads,Mobile,2938.88,101513,3837,327,1-10,Tech,IdF,MQL
2629,2025-09-06,Emailing,Desktop,2819.64,89019,2993,262,10-50,Finance,IdF,SQL
2630,2025-09-27,Instagram Ads,Mobile,3717.05,133510,5187,466,1-10,Health,IDF,Lead
2631,2025-09-07,LinkedIn,Mobile,5411.53,55820,1393,100,1-10,Tech,PAC,SQL
2632,2025-09-26,Instagram Ads,Mobile,3539.37,135949,5408,444,50-100,Retail,NOR,MQL
2633,2025-09-20,Emailing,Mobile,2292.52,80818,2572,226,1-10,Finance,PAC,Lead
2634,2025-09-05,Emailing,Mobile,2522.64,84670,2815,237,1-10,Retail,BFC,MQL
2635,2025-09-28,LinkedIn,Desktop,5903.52,60798,1575,110,1-10,Education,IdF,Client
2636,2025-09-09,Instagram Ads,Desktop,4345.78,157172,6465,526,10-50,Finance,IdF,Lead
2637,2025-09-02,LinkedIn,Desktop,5437.18,54110,1352,98,50-100,Tech,PAC,Lead
2638,2025-09-21,Emailing,Mobile,2801.35,91605,3016,248,50-100,Energy,BFC,MQL
2639,2025-09-16,LinkedIn,Mobile,6612.62,66648,1628,124,1-10,Retail,IdF,SQL
2640,2025-09-28,LinkedIn,Mobile,5903.52,60798,1575,110,1-10,Education,CVL,Lead
2641,2025-09-12,LinkedIn,Mobile,5440.85,54337,1371,96,1-10,Education,Hauts-de-France,Client
2642,2025-09-18,LinkedIn,Mobile,5111.0,48459,1196,87,10-50,Logistics,HDF,SQL
2643,2025-09-30,Instagram Ads,Desktop,4215.73,151630,5761,465,100-500,Finance,IdF,Client
2644,2025-09-04,LinkedIn,Tablet,6239.3,64902,1634,101,1-10,Health,BFC,MQL
2645,2025-09-23,Emailing,Mobile,2377.44,72741,2372,204,1-10,Retail,Hauts-de-France,SQL
2646,2025-09-28,Facebook Ads,Mobile,5176.24,134802,3717,296,1-10,Health,HDF,MQL
2647,2025-09-17,Emailing,Desktop,2929.4,94268,3174,245,10-50,Finance,PAC,Lead
2648,2025-09-28,Facebook Ads,Mobile,5176.24,134802,3717,296,50-100,Finance,BFC,Client
2649,2025-09-04,Facebook Ads,Desktop,4937.82,141564,3846,319,10-50,Media,OCC,Lead
2650,2025-09-10,Emailing,Desktop,2356.2,66934,2202,182,100-500,Tech,IdF,Client
2651,2025-09-03,Facebook Ads,Tablet,4691.4,137291,3957,301,10-50,Energy,IdF,MQL
2652,2025-09-25,Emailing,Mobile,2624.14,81583,2561,220,1-10,Media,HDF,Client
2653,2025-09-06,Instagram Ads,Desktop,3159.0,114375,4518,381,1-10,Finance,BFC,MQL
2654,2025-09-09,Instagram Ads,Mobile,4345.78,157172,6465,526,50-100,Finance,Hauts-de-France,SQL
2655,2025-09-15,Emailing,Desktop,2407.55,87870,2860,230,10-50,Retail,ARA,Lead
2656,2025-09-29,Instagram Ads,Mobile,3704.71,136791,5539,464,10-50,Logistics,IdF,MQL
2657,2025-09-17,Facebook Ads,Mobile,4982.07,134435,3813,315,50-100,Tech,IdF,SQL
2658,2025-09-05,Emailing,Mobile,2522.64,84670,2815,237,10-50,Health,PAC,SQL
2659,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,100-500,Health,HDF,Lead
2660,2025-09-14,Facebook Ads,Desktop,6017.18,166025,4922,435,10-50,Energy,PAC,MQL
2661,2025-09-03,LinkedIn,Desktop,7147.05,73930,1844,132,50-100,Education,ARA,MQL
2662,2025-09-30,LinkedIn,Desktop,5212.27,56209,1332,91,1-10,Health,NOR,Lead
2663,2025-09-08,Emailing,Mobile,2512.92,92180,3042,276,50-100,Tech,Hauts-de-France,MQL
2664,2025-09-27,Emailing,Desktop,2412.97,82002,2855,252,100-500,Retail,CVL,SQL
2665,2025-09-15,Facebook Ads,Mobile,5583.01,172327,4822,397,10-50,Tech,NOR,MQL
2666,2025-09-29,Emailing,Desktop,1951.16,56475,1895,172,50-100,Energy,IdF,MQL
2667,2025-09-12,Emailing,Tablet,2940.96,89780,3029,258,50-100,Education,Hauts-de-France,Client
2668,2025-09-30,Emailing,Mobile,2709.73,96206,3297,272,1-10,Education,IDF,Lead
2669,2025-09-01,Instagram Ads,Desktop,4126.37,135064,5379,415,10-50,Health,IDF,MQL
2670,2025-09-14,Instagram Ads,Mobile,2938.88,101513,3837,327,1-10,Finance,IdF,SQL
2671,2025-09-02,Facebook Ads,Mobile,5832.7,168108,4703,390,100-500,Tech,IdF,SQL
2672,2025-09-13,Instagram Ads,Mobile,3626.02,127090,4877,379,50-100,Retail,Hauts-de-France,SQL
2673,2025-09-17,Facebook Ads,Mobile,4982.07,134435,3813,315,1-10,Tech,PAC,SQL
2674,2025-09-12,Facebook Ads,Desktop,5458.32,148794,4155,345,1-10,Education,PAC,Lead
2675,2025-09-08,Emailing,Mobile,2512.92,92180,3042,276,10-50,Tech,BFC,MQL
2676,2025-09-13,LinkedIn,Mobile,4985.74,51383,1289,105,1-10,Education,NOR,SQL
2677,2025-09-03,Instagram Ads,Desktop,3652.15,130513,5036,396,1-10,Health,Hauts-de-France,Lead
2678,2025-09-12,LinkedIn,Desktop,5440.85,54337,1371,96,10-50,Finance,HDF,Lead
2679,2025-09-08,Facebook Ads,Tablet,5498.59,154202,4436,379,10-50,Tech,IdF,SQL
2680,2025-09-01,LinkedIn,Desktop,5922.39,64292,1661,113,1-10,Retail,IdF,SQL
2681,2025-09-11,Emailing,Desktop,2675.57,84413,2889,249,50-100,Retail,ARA,MQL
2682,2025-09-30,Instagram Ads,Mobile,4215.73,151630,5761,465,100-500,Education,IdF,Client
2683,2025-09-04,Facebook Ads,Mobile,4937.82,141564,3846,319,50-100,Tech,PAC,SQL
2684,2025-09-27,Facebook Ads,Mobile,5184.65,152514,4234,317,50-100,Media,NOR,Client
2685,2025-09-23,LinkedIn,Mobile,5418.39,55528,1422,100,1-10,Education,IdF,Client
2686,2025-09-21,LinkedIn,Desktop,4666.97,47645,1205,90,1-10,Tech,CVL,MQL
2687,2025-09-11,Emailing,Mobile,2675.57,84413,2889,249,1-10,Education,Hauts-de-France,SQL
2688,2025-09-26,LinkedIn,Desktop,6046.76,65491,1630,118,50-100,Health,IdF,SQL
2689,2025-09-05,Emailing,Mobile,2522.64,84670,2815,237,100-500,Education,ARA,SQL
2690,2025-09-05,LinkedIn,Mobile,5544.2699999999995,51964,1289,87,50-100,Tech,HDF,SQL
2691,2025-09-02,Instagram Ads,Mobile,3812.57,132624,5213,414,100-500,Tech,PAC,Lead
2692,2025-09-10,Instagram Ads,Desktop,3685.55,145191,6033,497,10-50,Retail,BFC,Lead
2693,2025-09-30,LinkedIn,Desktop,5212.27,56209,1332,91,10-50,Retail,NOR,Lead
2694,2025-09-27,Facebook Ads,Desktop,5184.65,152514,4234,317,10-50,Education,HDF,SQL
2695,2025-09-16,Emailing,Mobile,2303.7,83512,2718,239,1-10,Education,IdF,SQL
2696,2025-09-23,LinkedIn,Tablet,5418.39,55528,1422,100,1-10,Energy,CVL,MQL
2697,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,50-100,Tech,ARA,MQL
2698,2025-09-05,Facebook Ads,Mobile,4311.2,125213,3648,306,10-50,Tech,CVL,SQL
2699,2025-09-25,Emailing,Tablet,2624.14,81583,2561,220,10-50,Health,ARA,MQL
2700,2025-09-23,Emailing,Mobile,2377.44,72741,2372,204,10-50,Retail,IdF,Lead
2701,2025-09-16,LinkedIn,Desktop,6612.62,66648,1628,124,1-10,Retail,ARA,MQL
2702,2025-09-15,Emailing,Mobile,2407.55,87870,2860,230,10-50,Finance,ARA,Client
2703,2025-09-20,LinkedIn,Desktop,4982.1900000000005,54974,1412,101,10-50,Tech,ARA,SQL
2704,2025-09-01,Facebook Ads,Tablet,5612.5,161363,4593,400,10-50,Health,NOR,MQL
2705,2025-09-29,Emailing,Mobile,1951.16,56475,1895,172,50-100,Retail,NOR,Lead
2706,2025-09-03,Facebook Ads,Desktop,4691.4,137291,3957,301,10-50,Health,PAC,SQL
2707,2025-09-01,Emailing,Mobile,2193.89,73029,2434,218,10-50,Media,PAC,SQL
2708,2025-09-09,Emailing,Desktop,2138.67,71309,2473,221,100-500,Tech,ARA,SQL
2709,2025-09-07,LinkedIn,Mobile,5411.53,55820,1393,100,100-500,Energy,ARA,MQL
2710,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,100-500,Finance,OCC,Lead
2711,2025-09-05,Instagram Ads,Mobile,4731.53,166863,6757,548,1-10,Energy,BFC,Client
2712,2025-09-18,Emailing,Mobile,2479.5099999999998,89774,3044,271,1-10,Tech,Hauts-de-France,Lead
2713,2025-09-24,Emailing,Tablet,2777.7,92732,3036,273,1-10,Health,ARA,Lead
2714,2025-09-20,LinkedIn,Mobile,4982.1900000000005,54974,1412,101,1-10,Finance,BFC,SQL
2715,2025-09-17,Facebook Ads,Mobile,4982.07,134435,3813,315,100-500,Education,BFC,Client
2716,2025-09-14,Emailing,Mobile,3045.63,103241,3613,316,10-50,Health,ARA,SQL
2717,2025-09-04,Facebook Ads,Mobile,4937.82,141564,3846,319,1-10,Finance,IdF,SQL
2718,2025-09-25,Emailing,Desktop,2624.14,81583,2561,220,1-10,Energy,IdF,MQL
2719,2025-09-10,Instagram Ads,Tablet,3685.55,145191,6033,497,1-10,Retail,Hauts-de-France,Lead
2720,2025-09-08,Facebook Ads,Mobile,5498.59,154202,4436,379,10-50,Tech,PAC,Lead
2721,2025-09-10,LinkedIn,Desktop,5428.44,51038,1318,98,50-100,Health,IdF,MQL
2722,2025-09-04,Instagram Ads,Desktop,4473.3,155125,6156,492,100-500,Health,HDF,Lead
2723,2025-09-02,Facebook Ads,Mobile,5832.7,168108,4703,390,100-500,Finance,Hauts-de-France,Client
2724,2025-09-08,Instagram Ads,Desktop,3880.22,147747,5814,456,1-10,Finance,OCC,Lead
2725,2025-09-14,Facebook Ads,Mobile,6017.18,166025,4922,435,1-10,Logistics,IdF,MQL
2726,2025-09-21,Instagram Ads,Desktop,3377.27,126123,4874,382,1-10,Education,IdF,MQL
2727,2025-09-26,Emailing,Desktop,2556.08,85736,2858,237,10-50,Tech,PAC,SQL
2728,2025-09-20,LinkedIn,Mobile,4982.1900000000005,54974,1412,101,100-500,Tech,IdF,MQL
2729,2025-09-15,Facebook Ads,Tablet,5583.01,172327,4822,397,10-50,Logistics,OCC,Client
